,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
11333,670161917,andis micro turbo hair dryer,4.0,20.0,21.0,0.0,0.0,Small Wonder,"Light, Dual Setting, Powerful, Compact. An excellent product, very reliable. This is the second one I have owned the first lasted for eight years in home use and travelled the world!",2007-01-24,"Small Wonder Light, Dual Setting, Powerful, Compact. An excellent product, very reliable. This is the second one I have owned the first lasted for eight years in home use and travelled the world!",33,neu,3.560714285714286,0.9523809523809523,0.0024666691333358,0.009013473955649057
11334,685652978,conair soft bonnet hair dryer 1 ea,3.0,14.0,15.0,0.0,0.0,Hair Dryer,"I was disappointed in this product as the bonnet was smaller than the previous dryer I was using by Hot Tools and had problem getting on over my large rollers.  After using about 5 times it stopped working.  I will say that it is compact for travelling but feel that it is undependable.  The temperature did get extremely hot so for a quick dry it was good from that standpoint. I ended up purchasing another Hot Tools Dryer, a little more money but worth the price in the long run.",2007-01-22,"Hair Dryer I was disappointed in this product as the bonnet was smaller than the previous dryer I was using by Hot Tools and had problem getting on over my large rollers.  After using about 5 times it stopped working.  I will say that it is compact for travelling but feel that it is undependable.  The temperature did get extremely hot so for a quick dry it was good from that standpoint. I ended up purchasing another Hot Tools Dryer, a little more money but worth the price in the long run.",92,neu,3.2252551020408164,0.9333333333333333,0.0016921350254683588,0.0053394484879709155
11336,685652978,conair soft bonnet hair dryer 1 ea,2.0,19.0,23.0,0.0,0.0,reasons for low rating,"The very first thing I noticed was how small and crammed the case was. It was almost impossible to fit everything back in the case without thinking you have damaged something. <br />The other thing was how awkward the entire assembly was.  The bonnnet was difficult to get on, mainly because the hose connected to the bonnet was heavy and in an awkward place, and kept pulling the bonnet off my head. <br />After a couple of trys and reading the instructions, I knew I would never use it, simply because it was such a struggle just to get it on your head. <br />Whoever designed this product should be demoted.",2007-01-15,"reasons for low rating The very first thing I noticed was how small and crammed the case was. It was almost impossible to fit everything back in the case without thinking you have damaged something. <br />The other thing was how awkward the entire assembly was.  The bonnnet was difficult to get on, mainly because the hose connected to the bonnet was heavy and in an awkward place, and kept pulling the bonnet off my head. <br />After a couple of trys and reading the instructions, I knew I would never use it, simply because it was such a struggle just to get it on your head. <br />Whoever designed this product should be demoted.",115,neg,2.7266666666666666,0.8260869565217391,0.0020325889891107283,0.005123215290796715
11338,223051644,andis hangup 1600w wall mount hair dryer,3.0,1.0,1.0,0.0,0.0,andis hangup hair dryer,"I love this light weight hair dryer, unfortunately this is the second one I needed to buy within one year.  Dries quickly, better than many other wall mount hair dryers.  Too bad it died within 10 months",2007-01-12,"andis hangup hair dryer I love this light weight hair dryer, unfortunately this is the second one I needed to buy within one year.  Dries quickly, better than many other wall mount hair dryers.  Too bad it died within 10 months",41,neu,3.14375,1.0,0.0001295001295001295,0.00039719452042841544
11339,670161917,andis micro turbo hair dryer,4.0,7.0,7.0,0.0,0.0,Andis 33805 Micro Turbo 1600W Dual Voltage Hair Dryer,"First saw this unit at our time share in Aruba.  It is very compact, lightweight and extremely powerful.  It's works great.",2007-01-12,"Andis 33805 Micro Turbo 1600W Dual Voltage Hair Dryer First saw this unit at our time share in Aruba.  It is very compact, lightweight and extremely powerful.  It's works great.",30,neu,3.775,1.0,0.0009065009065009065,0.0034467598690512496
11342,197856712,andis 1600w quiet hangup hair dryer with night light,4.0,29.0,29.0,0.0,0.0,Excellent Product,This is the second Andis Hangup Hair Dryer we've had.....The first one was more than 10 yrs. old and ran great....We left it on the wall when we sold the house and moved....Got a new one for the new house...Couldn't be happier and love the night light feature...,2007-01-09,Excellent Product This is the second Andis Hangup Hair Dryer we've had.....The first one was more than 10 yrs. old and ran great....We left it on the wall when we sold the house and moved....Got a new one for the new house...Couldn't be happier and love the night light feature...,50,neu,3.6045454545454545,1.0,0.0037555037555037554,0.013877373313887123
11343,805407843,"conair pro styler bonnet hair dryer, white",4.0,2.0,7.0,0.0,0.0,Good Experience,The product was here fast and it works great.  I would use them again.,2007-01-09,Good Experience The product was here fast and it works great.  I would use them again.,16,pos,4.133333333333333,0.2857142857142857,7.4000074000074e-05,0.0002992948108992349
11344,218297570,t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer,4.0,4.0,4.0,0.0,0.0,Nice dryer!,"This dryer is very light, very quiet, and does not burn my hair or dry it out.  I can dry my semi-long hair in about 6 minutes, using the cool shot button, and it is very smooth and shiny.  I think it has helped calm the fly-away static electricity this winter, but not completely.  Until now, I've bought inexpensive dryers that last about 3 months. I'm hoping that this investment will last a bit longer!  My only complaint is that the manufacturer will not warranty the dryer because I bought it through Amazon, which is not a certified dealer.  So, any problems will be heading right for Amazon's customer service department!",2007-01-09,"Nice dryer! This dryer is very light, very quiet, and does not burn my hair or dry it out.  I can dry my semi-long hair in about 6 minutes, using the cool shot button, and it is very smooth and shiny.  I think it has helped calm the fly-away static electricity this winter, but not completely.  Until now, I've bought inexpensive dryers that last about 3 months. I'm hoping that this investment will last a bit longer!  My only complaint is that the manufacturer will not warranty the dryer because I bought it through Amazon, which is not a certified dealer.  So, any problems will be heading right for Amazon's customer service department!",113,neu,3.375174603174603,1.0,0.000518000518000518,0.0018509538507098236
11347,197856712,andis 1600w quiet hangup hair dryer with night light,3.0,0.0,8.0,0.0,0.0,Disappointment,"After using the dryer (which I liked very much and did a quick job), I discovered that my hair was being ruined.  It would break off in small 2 inch curved pieces. <br /> <br />I stopped using it for a month and confirmed that was the problem because the lavatory was no longer filled with broken pieces of hair. <br /> <br />I would like to return it and get my money back!!! <br /> <br /> <br />",2007-01-05,"Disappointment After using the dryer (which I liked very much and did a quick job), I discovered that my hair was being ruined.  It would break off in small 2 inch curved pieces. <br /> <br />I stopped using it for a month and confirmed that was the problem because the lavatory was no longer filled with broken pieces of hair. <br /> <br />I would like to return it and get my money back!!! <br /> <br /> <br />",81,neu,3.165185185185185,0.0,0.0,0.0
11348,670161917,andis micro turbo hair dryer,4.0,199.0,201.0,0.0,0.0,Great Hair Dryer,"I bought this item because I was going to Europe for a month. I didn't want the hassle of using a voltage converter because you can only use one electric item at a time, unless you buy more than one converter kit. You do need a plug adaptor, (these are relatively inexpensive), then you just switch the voltage, plug it in and it works great. I used it in Switzerland, France and Italy. When I came home to the States I just switched the voltage back and I now use it at home. It is small and takes up very little space in the suitcase. I would recommend it for anyone in need of a hair dryer traveling abroad.",2007-01-05,"Great Hair Dryer I bought this item because I was going to Europe for a month. I didn't want the hassle of using a voltage converter because you can only use one electric item at a time, unless you buy more than one converter kit. You do need a plug adaptor, (these are relatively inexpensive), then you just switch the voltage, plug it in and it works great. I used it in Switzerland, France and Italy. When I came home to the States I just switched the voltage back and I now use it at home. It is small and takes up very little space in the suitcase. I would recommend it for anyone in need of a hair dryer traveling abroad.",122,neu,3.4015625,0.9900497512437811,0.025514102628530492,0.09178072238329307
